,tweetid,userid,screen_name,date,lang,location,text,tweet_type,followers_count,favourites_count,verified,hashtag,urls_list,account_creation_date,mentionid,mentionsn,rt_userid
41,1219966779138740225,1209483347635900416,holly02375824,wed jan 22 12:55:20 +0000 2020,en,,"rt @lotusoak2: children less protected by whooping cough #vaccine than they once were, cdc warns

https://t.co/mpo4mtciig

#learntherisk #v…",retweeted_tweet_without_comment,107,3647,false,"[vaccine, learntherisk]","[{'url': 'https://t.co/mpo4mtciig', 'expanded_url': 'https://www.usatoday.com/story/life/allthemoms/2019/03/14/whooping-cough-vaccine-less-effective-cdc-warns-as-outbreaks-hit-schools/3161859002/', 'display_url': 'usatoday.com/story/life/all…', 'indices': [98, 121]}]",tue dec 24 14:38:25 +0000 2019,[424664120],['lotusoak2'],424664120.0
250,1219961520530108416,1218721407917547520,law610439626,wed jan 22 12:34:26 +0000 2020,en,,"rt @lotusoak2: children less protected by whooping cough #vaccine than they once were, cdc warns

https://t.co/mpo4mtciig

#learntherisk #v…",retweeted_tweet_without_comment,320,6070,false,"[vaccine, learntherisk]","[{'url': 'https://t.co/mpo4mtciig', 'expanded_url': 'https://www.usatoday.com/story/life/allthemoms/2019/03/14/whooping-cough-vaccine-less-effective-cdc-warns-as-outbreaks-hit-schools/3161859002/', 'display_url': 'usatoday.com/story/life/all…', 'indices': [98, 121]}]",sun jan 19 02:26:55 +0000 2020,[424664120],['lotusoak2'],424664120.0
647,1219968051812208641,2956999744,labrisbogabaka,wed jan 22 13:00:24 +0000 2020,en,niš,"rt @lotusoak2: children less protected by whooping cough #vaccine than they once were, cdc warns

https://t.co/mpo4mtciig

#learntherisk #v…",retweeted_tweet_without_comment,844,61786,false,"[vaccine, learntherisk]","[{'url': 'https://t.co/mpo4mtciig', 'expanded_url': 'https://www.usatoday.com/story/life/allthemoms/2019/03/14/whooping-cough-vaccine-less-effective-cdc-warns-as-outbreaks-hit-schools/3161859002/', 'display_url': 'usatoday.com/story/life/all…', 'indices': [98, 121]}]",fri jan 02 17:34:48 +0000 2015,[424664120],['lotusoak2'],424664120.0
1426,1220025742081318913,1108055156803948556,nih_llamas,wed jan 22 16:49:38 +0000 2020,en,"washington, d.c ",rt @aboutpediatrics: is anyone surprised that anti-vax folks already have a conspiracy theory about 2019-ncov? #stopantivaxpropaganda https…,retweeted_tweet_without_comment,146,4269,false,[stopantivaxpropaganda],[],tue mar 19 17:18:30 +0000 2019,[36402257],['aboutpediatrics'],36402257.0
1461,1220024634105630721,36402257,aboutpediatrics,wed jan 22 16:45:14 +0000 2020,en,"texas, usa",is anyone surprised that anti-vax folks already have a conspiracy theory about 2019-ncov? #stopantivaxpropaganda… https://t.co/ktx9irgknx,original,3581,3875,false,[stopantivaxpropaganda],"[{'url': 'https://t.co/ktx9irgknx', 'expanded_url': 'https://twitter.com/i/web/status/1220024634105630721', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]",wed apr 29 16:38:24 +0000 2009,[],[],
1555,1220031081040285696,23741060,obsessivelyme,wed jan 22 17:10:51 +0000 2020,en,,rt @aboutpediatrics: is anyone surprised that anti-vax folks already have a conspiracy theory about 2019-ncov? #stopantivaxpropaganda https…,retweeted_tweet_without_comment,4520,198031,false,[stopantivaxpropaganda],[],wed mar 11 09:28:06 +0000 2009,[36402257],['aboutpediatrics'],36402257.0
1594,1220029935135469569,1203739301336489984,onevaxxednurse,wed jan 22 17:06:18 +0000 2020,en,,rt @aboutpediatrics: is anyone surprised that anti-vax folks already have a conspiracy theory about 2019-ncov? #stopantivaxpropaganda https…,retweeted_tweet_without_comment,248,3306,false,[stopantivaxpropaganda],[],sun dec 08 18:13:39 +0000 2019,[36402257],['aboutpediatrics'],36402257.0
1670,1220054149833854976,593289567,peterhotez,wed jan 22 18:42:31 +0000 2020,en,"montrose, houston tx","@provaxtexan i guess #antivax thinks it's a bad idea to make vaccines for sars, mers, and now the new ncov emerging… https://t.co/1pqr1efvpk",reply,24262,15364,false,[antivax],"[{'url': 'https://t.co/1pqr1efvpk', 'expanded_url': 'https://twitter.com/i/web/status/1220054149833854976', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",tue may 29 00:46:55 +0000 2012,[16356624],['provaxtexan'],
1086,1220100972547952640,180836813,juliegirl10865,wed jan 22 21:48:34 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 2

https://t.co/e0xpw3tsed
#learntherisk #vaccineinjury #hpv",retweeted_tweet_without_comment,10462,10049,false,"[vaccines, learntherisk, vaccineinjury, hpv]","[{'url': 'https://t.co/e0xpw3tsed', 'expanded_url': 'https://videopress.com/v/fqfxdot0', 'display_url': 'videopress.com/v/fqfxdot0', 'indices': [72, 95]}]",fri aug 20 16:26:57 +0000 2010,[424664120],['lotusoak2'],424664120.0
1090,1220100946270670848,3312474896,aashishkan,wed jan 22 21:48:28 +0000 2020,en,"kanpur, india","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 2

https://t.co/e0xpw3tsed
#learntherisk #vaccineinjury #hpv",retweeted_tweet_without_comment,696,26465,false,"[vaccines, learntherisk, vaccineinjury, hpv]","[{'url': 'https://t.co/e0xpw3tsed', 'expanded_url': 'https://videopress.com/v/fqfxdot0', 'display_url': 'videopress.com/v/fqfxdot0', 'indices': [72, 95]}]",tue aug 11 13:57:39 +0000 2015,[424664120],['lotusoak2'],424664120.0
1108,1220100390617636864,822870565866258433,ronsowers1,wed jan 22 21:46:16 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 2

https://t.co/e0xpw3tsed
#learntherisk #vaccineinjury #hpv",retweeted_tweet_without_comment,1359,68231,false,"[vaccines, learntherisk, vaccineinjury, hpv]","[{'url': 'https://t.co/e0xpw3tsed', 'expanded_url': 'https://videopress.com/v/fqfxdot0', 'display_url': 'videopress.com/v/fqfxdot0', 'indices': [72, 95]}]",sat jan 21 18:16:45 +0000 2017,[424664120],['lotusoak2'],424664120.0
1133,1220099711098589186,424664120,lotusoak2,wed jan 22 21:43:34 +0000 2020,en,"nova, usa","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 2

https://t.co/e0xpw3tsed
#learntherisk #vaccineinjury #hpv",retweeted_tweet_without_comment,20008,10772,false,"[vaccines, learntherisk, vaccineinjury, hpv]","[{'url': 'https://t.co/e0xpw3tsed', 'expanded_url': 'https://videopress.com/v/fqfxdot0', 'display_url': 'videopress.com/v/fqfxdot0', 'indices': [72, 95]}]",wed nov 30 01:40:51 +0000 2011,[424664120],['lotusoak2'],424664120.0
58,1220117520914567169,2985934030,iii_means_free,wed jan 22 22:54:20 +0000 2020,en,iii% everywhere,rt @iii_means_free: flu vaccine propaganda: real science vs the cdc. https://t.co/atsy3okapo #vaccines #antivax #bigpharma,retweeted_tweet_without_comment,1017,51661,false,"[vaccines, antivax, bigpharma]","[{'url': 'https://t.co/atsy3okapo', 'expanded_url': 'https://bit.ly/2ew1pt4', 'display_url': 'bit.ly/2ew1pt4', 'indices': [69, 92]}]",mon jan 19 15:11:48 +0000 2015,[2985934030],['iii_means_free'],2985934030.0
77,1220147526600445954,718989462978453504,1n2by2023,thu jan 23 00:53:34 +0000 2020,en,,"rt @lotusoak2: children less protected by whooping cough #vaccine than they once were, cdc warns

https://t.co/mpo4mtciig

#learntherisk #v…",retweeted_tweet_without_comment,1877,53514,false,"[vaccine, learntherisk]","[{'url': 'https://t.co/mpo4mtciig', 'expanded_url': 'https://www.usatoday.com/story/life/allthemoms/2019/03/14/whooping-cough-vaccine-less-effective-cdc-warns-as-outbreaks-hit-schools/3161859002/', 'display_url': 'usatoday.com/story/life/all…', 'indices': [98, 121]}]",sun apr 10 02:30:20 +0000 2016,[424664120],['lotusoak2'],424664120.0
78,1220147526046748673,34878201,jamesjava,thu jan 23 00:53:34 +0000 2020,en,#longisland ny,"rt @lotusoak2: children less protected by whooping cough #vaccine than they once were, cdc warns

https://t.co/mpo4mtciig

#learntherisk #v…",retweeted_tweet_without_comment,14871,118839,false,"[vaccine, learntherisk]","[{'url': 'https://t.co/mpo4mtciig', 'expanded_url': 'https://www.usatoday.com/story/life/allthemoms/2019/03/14/whooping-cough-vaccine-less-effective-cdc-warns-as-outbreaks-hit-schools/3161859002/', 'display_url': 'usatoday.com/story/life/all…', 'indices': [98, 121]}]",fri apr 24 07:59:49 +0000 2009,[424664120],['lotusoak2'],424664120.0
83,1220147427677786112,424664120,lotusoak2,thu jan 23 00:53:10 +0000 2020,en,"nova, usa","rt @lotusoak2: children less protected by whooping cough #vaccine than they once were, cdc warns

https://t.co/mpo4mtciig

#learntherisk #v…",retweeted_tweet_without_comment,19978,10752,false,"[vaccine, learntherisk]","[{'url': 'https://t.co/mpo4mtciig', 'expanded_url': 'https://www.usatoday.com/story/life/allthemoms/2019/03/14/whooping-cough-vaccine-less-effective-cdc-warns-as-outbreaks-hit-schools/3161859002/', 'display_url': 'usatoday.com/story/life/all…', 'indices': [98, 121]}]",wed nov 30 01:40:51 +0000 2011,[424664120],['lotusoak2'],424664120.0
2306,1220164548084322305,729705336416796673,the_sugars,thu jan 23 02:01:12 +0000 2020,en,,rt @aboutpediatrics: is anyone surprised that anti-vax folks already have a conspiracy theory about 2019-ncov? #stopantivaxpropaganda https…,retweeted_tweet_without_comment,117,8861,false,[stopantivaxpropaganda],[],mon may 09 16:11:24 +0000 2016,[36402257],['aboutpediatrics'],36402257.0
1069,1220299197238468610,1030981902839291904,calvin60208784,thu jan 23 10:56:15 +0000 2020,en,"south carolina, usa","rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,609,51600,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",sun aug 19 00:56:55 +0000 2018,[424664120],['lotusoak2'],424664120.0
1086,1220297704783392769,42217440,simplyso65,thu jan 23 10:50:19 +0000 2020,en,"mars hill, nc","rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,155,11750,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",sun may 24 14:16:31 +0000 2009,[424664120],['lotusoak2'],424664120.0
1099,1220296675379634177,1212422917033615360,313sis,thu jan 23 10:46:14 +0000 2020,en,,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,302,6884,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",wed jan 01 17:19:16 +0000 2020,[424664120],['lotusoak2'],424664120.0
1115,1220295402206965760,38361712,brentlee_87,thu jan 23 10:41:10 +0000 2020,en,indiana,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,67,2609,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",thu may 07 03:49:50 +0000 2009,[424664120],['lotusoak2'],424664120.0
1122,1220295032856596480,1093485474918920192,flatplanejayne,thu jan 23 10:39:42 +0000 2020,en,"minnesota, usa","rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,3964,26022,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",thu feb 07 12:23:48 +0000 2019,[424664120],['lotusoak2'],424664120.0
1145,1220293322121437186,1093455093247012864,ladynthedesert,thu jan 23 10:32:54 +0000 2020,en,"black canyon city, az","rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,227,2803,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",thu feb 07 10:23:04 +0000 2019,[424664120],['lotusoak2'],424664120.0
1148,1220293081142001664,1218721407917547520,law610439626,thu jan 23 10:31:57 +0000 2020,en,,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,320,6070,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",sun jan 19 02:26:55 +0000 2020,[424664120],['lotusoak2'],424664120.0
1152,1220292858806251520,788777586654638080,ad360uk,thu jan 23 10:31:04 +0000 2020,en,worldwide,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,10286,11206,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",wed oct 19 16:23:26 +0000 2016,[424664120],['lotusoak2'],424664120.0
1153,1220292732683464705,424664120,lotusoak2,thu jan 23 10:30:34 +0000 2020,en,"nova, usa","cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk… https://t.co/ieubz7pzov",original,19978,10752,false,"[vaccine, pertussis, learntherisk]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [75, 98]}, {'url': 'https://t.co/ieubz7pzov', 'expanded_url': 'https://twitter.com/i/web/status/1220292732683464705', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",wed nov 30 01:40:51 +0000 2011,[],[],
1770,1220303918326075392,1137181773669048321,villianelle2,thu jan 23 11:15:00 +0000 2020,en,"michigan, usa","rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,251,19003,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",sat jun 08 02:17:17 +0000 2019,[424664120],['lotusoak2'],424664120.0
2675,1220335865962094592,3038753806,jon69595,thu jan 23 13:21:57 +0000 2020,en,,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,280,7034,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",sun feb 15 10:32:34 +0000 2015,[424664120],['lotusoak2'],424664120.0
2820,1220330942264377348,1190282861825417216,vuk_ravnogorski,thu jan 23 13:02:23 +0000 2020,en,,"rt @lotusoak2: children less protected by whooping cough #vaccine than they once were, cdc warns

https://t.co/mpo4mtciig

#learntherisk #v…",retweeted_tweet_without_comment,1007,11652,false,"[vaccine, learntherisk]","[{'url': 'https://t.co/mpo4mtciig', 'expanded_url': 'https://www.usatoday.com/story/life/allthemoms/2019/03/14/whooping-cough-vaccine-less-effective-cdc-warns-as-outbreaks-hit-schools/3161859002/', 'display_url': 'usatoday.com/story/life/all…', 'indices': [98, 121]}]",fri nov 01 15:02:42 +0000 2019,[424664120],['lotusoak2'],424664120.0
1649,1220373536721768449,1217594134732705792,bigpatty69,thu jan 23 15:51:39 +0000 2020,en,back in wuhan,"just arrived at the hospital in wuhan, china. we’re gonna replace all of the medicine in the iv’s with essential oils #antivax #coronavirus",original,87,263,false,"[antivax, coronavirus]",[],wed jan 15 23:47:25 +0000 2020,[],[],
11785,1220404564681273345,1062087389416484864,thatclinical,thu jan 23 17:54:56 +0000 2020,en,measles county,"@saltylikesaline dammit #antivaxtwitter you’re gonna make kat fail her nclex now! it’s all you fault!

well that, a… https://t.co/h7xk63lnmr",reply,3038,20961,false,[antivaxtwitter],"[{'url': 'https://t.co/h7xk63lnmr', 'expanded_url': 'https://twitter.com/i/web/status/1220404564681273345', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",mon nov 12 20:59:01 +0000 2018,[4317119112],['saltylikesaline'],
7818,1220477982042619905,1040598489040920577,tronderman,thu jan 23 22:46:40 +0000 2020,en,,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,69,8813,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",fri sep 14 13:49:47 +0000 2018,[424664120],['lotusoak2'],424664120.0
14569,1220585904781365248,203479775,cardcolm,fri jan 24 05:55:31 +0000 2020,en,"atlanta, ga",rt @aboutpediatrics: is anyone surprised that anti-vax folks already have a conspiracy theory about 2019-ncov? #stopantivaxpropaganda https…,retweeted_tweet_without_comment,4921,1157,false,[stopantivaxpropaganda],[],sat oct 16 11:04:14 +0000 2010,[36402257],['aboutpediatrics'],36402257.0
14641,1220583472097415168,4937061,lizditz,fri jan 24 05:45:51 +0000 2020,en,"san mateo county, california",rt @aboutpediatrics: is anyone surprised that anti-vax folks already have a conspiracy theory about 2019-ncov? #stopantivaxpropaganda https…,retweeted_tweet_without_comment,8977,111871,false,[stopantivaxpropaganda],[],tue apr 17 01:16:54 +0000 2007,[36402257],['aboutpediatrics'],36402257.0
9187,1220646330948898816,2800466323,porridgeisgood,fri jan 24 09:55:38 +0000 2020,en,,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,4807,482427,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",tue sep 09 19:38:28 +0000 2014,[424664120],['lotusoak2'],424664120.0
9191,1220646026828107776,1202014295266979840,tnt_sarah,fri jan 24 09:54:25 +0000 2020,en,,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,13,736,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",tue dec 03 23:58:46 +0000 2019,[424664120],['lotusoak2'],424664120.0
9878,1220649053014446081,34878201,jamesjava,fri jan 24 10:06:27 +0000 2020,en,#longisland ny,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,14874,118964,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",fri apr 24 07:59:49 +0000 2009,[424664120],['lotusoak2'],424664120.0
14628,1220691250900238336,1483003130,amylengland,fri jan 24 12:54:08 +0000 2020,en,oshawa,"just so i am clear, the #antivaxers probably won’t get the vaccine when it is hopefully produced for the #coronavirus ?",original,1563,2258,false,"[antivaxers, coronavirus]",[],tue jun 04 18:58:24 +0000 2013,[],[],
32813,1220720197083987970,593289567,peterhotez,fri jan 24 14:49:09 +0000 2020,en,"montrose, houston tx","the rest looks like the usual #antivax spin to try to minimize health threat of #measles, ignoring simple facts tha… https://t.co/bcuql0oo1t",reply,24276,15364,false,"[antivax, measles]","[{'url': 'https://t.co/bcuql0oo1t', 'expanded_url': 'https://twitter.com/i/web/status/1220720197083987970', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",tue may 29 00:46:55 +0000 2012,[],[],
44451,1220752601043652608,1289801750,leilawalsh8,fri jan 24 16:57:55 +0000 2020,en,new york,"rt @peterhotez: the rest looks like the usual #antivax spin to try to minimize health threat of #measles, ignoring simple facts that the me…",retweeted_tweet_without_comment,1804,84505,false,"[antivax, measles]",[],fri mar 22 22:21:46 +0000 2013,[593289567],['peterhotez'],593289567.0
6174,1220775016595365890,1217594134732705792,bigpatty69,fri jan 24 18:26:59 +0000 2020,en,back in wuhan,"on our way back to wuhan, china to save more people from the coronavirus and eat some more dog #antivax",original,1,3,false,[antivax],[],wed jan 15 23:47:25 +0000 2020,[],[],
27999,1220828765510602752,1005541201,kandelnirmal,fri jan 24 22:00:34 +0000 2020,en,"geneva, switzerland","health security situation - three major ongoing events
1. #ncov2019 #wucov #coronavirus 
2. #eboladrc
3. #measlesoutbreak = #antivaxoutbreak",original,759,5660,false,"[ncov2019, wucov, coronavirus, eboladrc, measlesoutbreak, antivaxoutbreak]",[],wed dec 12 04:10:49 +0000 2012,[],[],
8486,1220835917524430848,480923004,reneemccone,fri jan 24 22:28:59 +0000 2020,en,,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,2400,1728,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",thu feb 02 02:42:17 +0000 2012,[424664120],['lotusoak2'],424664120.0
8701,1220833814454456321,717132040395554817,unkljak1,fri jan 24 22:20:38 +0000 2020,en,fl,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,3579,3715,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",mon apr 04 23:29:36 +0000 2016,[424664120],['lotusoak2'],424664120.0
8829,1220832307768066050,1052600029389697024,javeragejoe,fri jan 24 22:14:38 +0000 2020,en,"pontiac, mi","rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,688,38687,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",wed oct 17 16:39:38 +0000 2018,[424664120],['lotusoak2'],424664120.0
8878,1220831688202375168,426867928,lunaroth,fri jan 24 22:12:11 +0000 2020,en,"missouri, usa","rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,8271,54891,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",fri dec 02 20:14:19 +0000 2011,[424664120],['lotusoak2'],424664120.0
8940,1220830826818166786,2353766390,radarrecon27,fri jan 24 22:08:45 +0000 2020,en,"eastland co., texas","rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,689,3394,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",thu feb 20 20:42:56 +0000 2014,[424664120],['lotusoak2'],424664120.0
9001,1220829985864204288,1217560409063882753,xmerphyx,fri jan 24 22:05:25 +0000 2020,en,,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,243,1732,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",wed jan 15 21:33:42 +0000 2020,[424664120],['lotusoak2'],424664120.0
9020,1220829861364760577,99982129,fihel,fri jan 24 22:04:55 +0000 2020,en,liverpool ,"rt @lotusoak2: cdc admits whooping cough #vaccine causing bordetella #pertussis mutation

https://t.co/hklplpn8bl

#learntherisk #vaccines…",retweeted_tweet_without_comment,1796,14157,false,"[vaccine, pertussis, learntherisk, vaccines]","[{'url': 'https://t.co/hklplpn8bl', 'expanded_url': 'http://wwwnc.cdc.gov/eid/article/20/4/13-1478_article.htm', 'display_url': 'wwwnc.cdc.gov/eid/article/20…', 'indices': [90, 113]}]",mon dec 28 15:54:45 +0000 2009,[424664120],['lotusoak2'],424664120.0
