,tweetid,userid,screen_name,date,lang,location,text,tweet_type,followers_count,favourites_count,verified,hashtag,urls_list,account_creation_date,mentionid,mentionsn,rt_userid
3921,1229511980479700992,1156689667397312512,altamironoe,mon feb 17 21:04:34 +0000 2020,en,,#america #coronavirus #wakeup #vaccineskill #readthefineprint #indoctrination #government #lies #aborted #babies are in #vaccines #mrc5 #wi38 those are the names of the #ingredients aka #fetalcells,quoted_tweet,51,983,false,"[america, coronavirus, wakeup, vaccineskill, readthefineprint, indoctrination, government, lies, aborted, babies, vaccines, mrc5, wi38, ingredients, fetalcells]",[],wed jul 31 22:14:41 +0000 2019,[],[],
11136,1229562566646603776,1209312707696041986,lex55747486,tue feb 18 00:25:34 +0000 2020,en,united states,"@jamelholley @senatortesta @govmurphy  new study shows despite a vaccination rate of more than 97%, over a quarter of vaccinated children in tianjin, china became infected with measles. neither safe nor effective. #vaccinefailures #medicalfreedom https://t.co/9xyeyrddvq",original,417,5130,false,"[vaccinefailures, medicalfreedom]","[{'url': 'https://t.co/9xyeyrddvq', 'expanded_url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6375639/', 'display_url': 'ncbi.nlm.nih.gov/pmc/articles/p…', 'indices': [247, 270]}]",tue dec 24 03:20:01 +0000 2019,"[66562891, 1202232394796978180, 948946378939609089]","['jamelholley', 'senatortesta', 'govmurphy']",
12150,1229562862932283394,1209312707696041986,lex55747486,tue feb 18 00:26:45 +0000 2020,en,united states,"@njsendems @vingopal @news12nj new study shows despite a vaccination rate of more than 97%, over a quarter of vaccinated children in tianjin, china became infected with measles. neither safe nor effective. #vaccinefailures #medicalfreedom https://t.co/9xyeyrddvq",original,417,5130,false,"[vaccinefailures, medicalfreedom]","[{'url': 'https://t.co/9xyeyrddvq', 'expanded_url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6375639/', 'display_url': 'ncbi.nlm.nih.gov/pmc/articles/p…', 'indices': [239, 262]}]",tue dec 24 03:20:01 +0000 2019,"[120188379, 106252738, 18917882]","['njsendems', 'vingopal', 'news12nj']",
17590,1229576455333515264,1239360684,j_rango22,tue feb 18 01:20:46 +0000 2020,und,,#send #antivaxxers to #wuhan,original,942,24772,false,"[send, antivaxxers, wuhan]",[],sun mar 03 17:09:58 +0000 2013,[],[],
13381,1229575182769061888,3676295055,alberto_parini,tue feb 18 01:15:42 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 2

https://t.co/e0xpw3tsed
#learntherisk #vaccineinjury #hpv",retweeted_tweet_without_comment,188,56743,false,"[vaccines, learntherisk, vaccineinjury, hpv]","[{'url': 'https://t.co/e0xpw3tsed', 'expanded_url': 'https://videopress.com/v/fqfxdot0', 'display_url': 'videopress.com/v/fqfxdot0', 'indices': [72, 95]}]",wed sep 16 16:03:27 +0000 2015,[424664120],['lotusoak2'],424664120.0
15600,1229575847557967872,424664120,lotusoak2,tue feb 18 01:18:21 +0000 2020,en,"nova, usa","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,21013,11317,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",wed nov 30 01:40:51 +0000 2011,[424664120],['lotusoak2'],424664120.0
17206,1229576336362135554,779466157,lilannie1965,tue feb 18 01:20:17 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,1970,29957,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",sat aug 25 03:28:07 +0000 2012,[424664120],['lotusoak2'],424664120.0
18190,1229576633893490690,757446816870830080,infidelus_rex,tue feb 18 01:21:28 +0000 2020,en,"magaville, texas, usa","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,5316,125346,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",mon jul 25 05:26:08 +0000 2016,[424664120],['lotusoak2'],424664120.0
21847,1229577726832627713,1072686611085828096,john31395076,tue feb 18 01:25:49 +0000 2020,en,"wellsburg, wv","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,512,6145,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",wed dec 12 02:56:32 +0000 2018,[424664120],['lotusoak2'],424664120.0
25524,1229578814566608897,1055930895125938177,patriot7842,tue feb 18 01:30:08 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,299,620,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",fri oct 26 21:15:18 +0000 2018,[424664120],['lotusoak2'],424664120.0
47473,1229600171257974784,30974896,kidoctr,tue feb 18 02:55:00 +0000 2020,en,"enid, ok","@vaccinecourse @prana4love @kathy_kits @nicoleb_md @drpanmd @peterhotez @drpauloffit @zdoggmd @drtoddwo there are 4 methods of surveillance - more than any other medical product on the market.   #antivaxxers can't do anything except dismiss what's already been demonstrated - for decades now.
https://t.co/zek7hmsnfn",reply,4046,21733,false,[antivaxxers],"[{'url': 'https://t.co/zek7hmsnfn', 'expanded_url': 'https://www.cdc.gov/vaccinesafety/ensuringsafety/monitoring/vsd/publications.html', 'display_url': 'cdc.gov/vaccinesafety/…', 'indices': [293, 316]}]",mon apr 13 22:16:43 +0000 2009,"[3309951668, 1140822647548198912, 1220384458177687556, 851415276, 246961837, 593289567, 34115195, 14430086, 14989473]","['vaccinecourse', 'prana4love', 'kathy_kits', 'nicoleb_md', 'drpanmd', 'peterhotez', 'drpauloffit', 'zdoggmd', 'drtoddwo']",
15550,1229605800911495168,30974896,kidoctr,tue feb 18 03:17:22 +0000 2020,en,"enid, ok","@charastone6 @sheepduster @nicoleb_md @drpanmd @peterhotez @drpauloffit @zdoggmd @drtoddwo plenty of research evidence.  #antivaxxers just ignore them.  i've pointed these out more than once now.  where are the ones you claim exist?
https://t.co/puqscdprp7",reply,4046,21733,false,[antivaxxers],"[{'url': 'https://t.co/puqscdprp7', 'expanded_url': 'https://www.cdc.gov/vaccinesafety/concerns/autism.html', 'display_url': 'cdc.gov/vaccinesafety/…', 'indices': [233, 256]}]",mon apr 13 22:16:43 +0000 2009,"[914941307004571648, 3408088497, 851415276, 246961837, 593289567, 34115195, 14430086, 14989473]","['charastone6', 'sheepduster', 'nicoleb_md', 'drpanmd', 'peterhotez', 'drpauloffit', 'zdoggmd', 'drtoddwo']",
21069,1229607428242771969,1221691865197576194,e2soda,tue feb 18 03:23:50 +0000 2020,en,,rt @muffinboneless: #antivaxx  has gone way too far. protesting antivaxxers in my neighbourhood have caused an outbreak leading to my nephe…,retweeted_tweet_without_comment,1,414,false,[antivaxx],[],mon jan 27 07:10:23 +0000 2020,[1063787131431239681],['muffinboneless'],1.0637871314312397e+18
8158,1229634180717465600,34220421,chefgabyg,tue feb 18 05:10:08 +0000 2020,en,"carmel, ca","#enjoy #antivax #antivaxxers #coronavirus #bemyguest @ carmel, california https://t.co/khgb8ixwle",original,64,197,false,"[enjoy, antivax, antivaxxers, coronavirus, bemyguest]","[{'url': 'https://t.co/khgb8ixwle', 'expanded_url': 'https://www.instagram.com/p/b8sivx2azus58pzv0f4vy71ccio12kfjjskc-00/?igshid=1sptov18ltkmq', 'display_url': 'instagram.com/p/b8sivx2azus5…', 'indices': [74, 97]}]",wed apr 22 08:08:25 +0000 2009,[],[],
6535,1229678650787799040,1217306756705136640,thedumpdome,tue feb 18 08:06:51 +0000 2020,en,,"breaking: the ddp has hit over 300 plays and has accumulated an astonishing 17 listeners! we are going viral people, but the word on the street is that china is under-reporting our stream numbers.   ep. 10 is out so take a dump and listen in!  #antivaxxers #conspiracy #daytona500 https://t.co/4ho9qufxyw",original,2,1,false,"[antivaxxers, conspiracy, daytona500]",[],wed jan 15 04:45:39 +0000 2020,[],[],
48437,1229720342677114880,79396277,aquamarina_1,tue feb 18 10:52:31 +0000 2020,en,gibraltar,"rt @rukiddingmelolz: good point. 😷💉

#coronavirus #antivaxx #vaccines #wuhan #wuhancoronavirus https://t.co/amztowwwdv",retweeted_tweet_without_comment,5137,36303,false,"[coronavirus, antivaxx, vaccines, wuhan, wuhancoronavirus]",[],sat oct 03 06:48:14 +0000 2009,[3234879118],['rukiddingmelolz'],3234879118.0
53825,1229735539844296704,424664120,lotusoak2,tue feb 18 11:52:54 +0000 2020,en,"nova, usa","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 2

https://t.co/e0xpw3tsed
#learntherisk #vaccineinjury #hpv",retweeted_tweet_without_comment,21022,11320,false,"[vaccines, learntherisk, vaccineinjury, hpv]","[{'url': 'https://t.co/e0xpw3tsed', 'expanded_url': 'https://videopress.com/v/fqfxdot0', 'display_url': 'videopress.com/v/fqfxdot0', 'indices': [72, 95]}]",wed nov 30 01:40:51 +0000 2011,[424664120],['lotusoak2'],424664120.0
40984,1229761107436371970,21522828,turbotest,tue feb 18 13:34:30 +0000 2020,en,"wichita falls, tx","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 2

https://t.co/e0xpw3tsed
#learntherisk #vaccineinjury #hpv",retweeted_tweet_without_comment,5493,389263,false,"[vaccines, learntherisk, vaccineinjury, hpv]","[{'url': 'https://t.co/e0xpw3tsed', 'expanded_url': 'https://videopress.com/v/fqfxdot0', 'display_url': 'videopress.com/v/fqfxdot0', 'indices': [72, 95]}]",sat feb 21 22:26:11 +0000 2009,[424664120],['lotusoak2'],424664120.0
52566,1229763543433650176,424664120,lotusoak2,tue feb 18 13:44:11 +0000 2020,en,"nova, usa","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,21025,11320,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",wed nov 30 01:40:51 +0000 2011,[424664120],['lotusoak2'],424664120.0
56235,1229764312589373440,1067827493393113088,vine1975,tue feb 18 13:47:14 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,2233,15523,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",wed nov 28 17:08:08 +0000 2018,[424664120],['lotusoak2'],424664120.0
1079,1229775314785591298,753358347873689601,k9hak,tue feb 18 14:30:57 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,2493,270333,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",wed jul 13 22:40:01 +0000 2016,[424664120],['lotusoak2'],424664120.0
18798,1229778865142132738,1107689372390961154,cosmotopper6,tue feb 18 14:45:04 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,365,14691,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",mon mar 18 17:05:01 +0000 2019,[424664120],['lotusoak2'],424664120.0
38802,1229806146594144257,1219810104691785728,magajesus2020,tue feb 18 16:33:28 +0000 2020,en,greatest country on earth ,"from the eyes of darkness 1981
#coronavirus #antivaxxers #china #wuhanvirus #billgateseugenicist #coronavirusoutbreak #coronavirustruth https://t.co/dzlosjg2dv",original,161,229,false,"[coronavirus, antivaxxers, china, wuhanvirus, billgateseugenicist, coronavirusoutbreak, coronavirustruth]",[],wed jan 22 02:33:01 +0000 2020,[],[],
66638,1229812432039747588,1195758203214188544,republicanscity,tue feb 18 16:58:27 +0000 2020,en,,@mattrooneynj @declanoscanlon if public health where a necessity our government would put unvaccinated travelers from other countries with outbreaks in quarantine. eg jews/measles outbreak. andwhat about the millions of unvaccinated #illegals?? #vaxxed #vexit #vaccineskill #vaccineinjury #learntherisk #vexit,reply,283,2052,false,"[illegals, vaxxed, vexit, vaccineskill, vaccineinjury, learntherisk, vexit]",[],sat nov 16 17:39:23 +0000 2019,"[274523970, 25728028]","['mattrooneynj', 'declanoscanlon']",
66638,1229812432039747588,1195758203214188544,republicanscity,tue feb 18 16:58:27 +0000 2020,en,,@mattrooneynj @declanoscanlon if public health where a necessity our government would put unvaccinated travelers from other countries with outbreaks in quarantine. eg jews/measles outbreak. andwhat about the millions of unvaccinated #illegals?? #vaxxed #vexit #vaccineskill #vaccineinjury #learntherisk #vexit,reply,283,2052,false,"[illegals, vaxxed, vexit, vaccineskill, vaccineinjury, learntherisk, vexit]",[],sat nov 16 17:39:23 +0000 2019,"[274523970, 25728028]","['mattrooneynj', 'declanoscanlon']",
31040,1229819856276611076,860778319704457217,kitemanargues,tue feb 18 17:27:57 +0000 2020,en,uk,@upthenua @fiski70 he's also one of those that tried to claim #antivaxxers had no part in the #samoameasles outbreak.,reply,869,24298,false,"[antivaxxers, samoameasles]",[],sat may 06 08:48:38 +0000 2017,"[1031881198312730625, 811763238]","['upthenua', 'fiski70']",
32962,1229851943549521922,1209312707696041986,lex55747486,tue feb 18 19:35:27 +0000 2020,en,united states,"@jamelholley #cdc conducted another study in 2016, published in the journal of infectious diseases, concludes a third dose of mmr vaccine is short-lived, lasting only one year. 3rd dose of mmr is unlikely to solve problem of waning immunity in us” #vaccinefailure https://t.co/fpp4jz5vat",reply,426,5203,false,"[cdc, vaccinefailure]","[{'url': 'https://t.co/fpp4jz5vat', 'expanded_url': 'https://physiciansforinformedconsent.org/mmr-waning-immunity/', 'display_url': 'physiciansforinformedconsent.org/mmr-waning-imm…', 'indices': [264, 287]}]",tue dec 24 03:20:01 +0000 2019,[66562891],['jamelholley'],
2486,1229858759536783361,4346211195,wesleymillerlaw,tue feb 18 20:02:32 +0000 2020,en,"indianapolis, in","religion: the one thing that justifies insanity and illogical actions more than any other.  they also miss the point: how would anyone get sick in the first place?

#antivax crowd, how about you go and tongue-kiss someone with corona virus?  that'll prove how right you are.",original,2214,7704,false,[antivax],[],wed dec 02 03:03:09 +0000 2015,[],[],
26364,1229865484457332736,100440509,st2wok,tue feb 18 20:29:15 +0000 2020,und,piacenza,#antivax to #china https://t.co/pfdd3i8ked,original,475,20768,false,"[antivax, china]",[],wed dec 30 07:54:37 +0000 2009,[],[],
8676,1229860487883419648,807958727802449920,lindaja07710172,tue feb 18 20:09:24 +0000 2020,en,,"fact: china ordered mandatory vaccinations starting dec. 1, 2019 - for all citizens, no exceptions - right before the #coronavirus disaster. a clue to why so chinese, not others, are dying from the flu?  

https://t.co/qx9yg3jbga
#vaccinedamage  #mandatoryvaccination #vaccines",original,12,478,false,"[coronavirus, vaccinedamage, mandatoryvaccination, vaccines]","[{'url': 'https://t.co/qx9yg3jbga', 'expanded_url': 'https://www.loc.gov/law/foreign-news/article/china-vaccine-law-passed/?fbclid=iwar1yhscc3x9ypuvghbva7dxfi4tqd2ymuhjjnkhbtld-aniadkfc3csrbgq', 'display_url': 'loc.gov/law/foreign-ne…', 'indices': [206, 229]}]",sun dec 11 14:42:26 +0000 2016,[],[],
11399,1229861240052207617,807958727802449920,lindaja07710172,tue feb 18 20:12:24 +0000 2020,en,,"@epochtimes @epochtimeschina fact: china ordered mandatory vaccinations starting dec. 1, 2019 - for all citizens, no exceptions - right before the #coronavirus disaster. a clue to why so many chinese die from the flu but not others?

https://t.co/qx9yg3jbga
#vaccinedamage  #mandatoryvaccination #vaccines",reply,12,478,false,"[coronavirus, vaccinedamage, mandatoryvaccination, vaccines]","[{'url': 'https://t.co/qx9yg3jbga', 'expanded_url': 'https://www.loc.gov/law/foreign-news/article/china-vaccine-law-passed/?fbclid=iwar1yhscc3x9ypuvghbva7dxfi4tqd2ymuhjjnkhbtld-aniadkfc3csrbgq', 'display_url': 'loc.gov/law/foreign-ne…', 'indices': [234, 257]}]",sun dec 11 14:42:26 +0000 2016,"[29097819, 302152200]","['epochtimes', 'epochtimeschina']",
12453,1229861539009552385,807958727802449920,lindaja07710172,tue feb 18 20:13:35 +0000 2020,en,,"@covid_19news fact: china ordered mandatory vaccinations starting dec. 1, 2019 - for all citizens, no exceptions - right before the #coronavirus disaster. a clue to why so many chinese die from the flu but not others?

https://t.co/qx9yg3jbga
#vaccinedamage  #mandatoryvaccination #vaccines",reply,12,478,false,"[coronavirus, vaccinedamage, mandatoryvaccination, vaccines]","[{'url': 'https://t.co/qx9yg3jbga', 'expanded_url': 'https://www.loc.gov/law/foreign-news/article/china-vaccine-law-passed/?fbclid=iwar1yhscc3x9ypuvghbva7dxfi4tqd2ymuhjjnkhbtld-aniadkfc3csrbgq', 'display_url': 'loc.gov/law/foreign-ne…', 'indices': [219, 242]}]",sun dec 11 14:42:26 +0000 2016,[1043793651988553728],['covid_19news'],
13587,1229891861269172226,424664120,lotusoak2,tue feb 18 22:14:04 +0000 2020,en,"nova, usa","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 2

https://t.co/e0xpw3tsed
#learntherisk #vaccineinjury #hpv",retweeted_tweet_without_comment,21025,11330,false,"[vaccines, learntherisk, vaccineinjury, hpv]","[{'url': 'https://t.co/e0xpw3tsed', 'expanded_url': 'https://videopress.com/v/fqfxdot0', 'display_url': 'videopress.com/v/fqfxdot0', 'indices': [72, 95]}]",wed nov 30 01:40:51 +0000 2011,[424664120],['lotusoak2'],424664120.0
13765,1229891907490324483,227307359,connnutmeg,tue feb 18 22:14:15 +0000 2020,en,connecticut,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 2

https://t.co/e0xpw3tsed
#learntherisk #vaccineinjury #hpv",retweeted_tweet_without_comment,14395,230426,false,"[vaccines, learntherisk, vaccineinjury, hpv]","[{'url': 'https://t.co/e0xpw3tsed', 'expanded_url': 'https://videopress.com/v/fqfxdot0', 'display_url': 'videopress.com/v/fqfxdot0', 'indices': [72, 95]}]",thu dec 16 13:56:18 +0000 2010,[424664120],['lotusoak2'],424664120.0
27345,1229917460410793984,1055930895125938177,patriot7842,tue feb 18 23:55:47 +0000 2020,en,,"rt @lotusoak2: children less protected by whooping cough #vaccine than they once were, cdc warns

https://t.co/mpo4mtciig

#learntherisk #v…",retweeted_tweet_without_comment,301,620,false,"[vaccine, learntherisk]","[{'url': 'https://t.co/mpo4mtciig', 'expanded_url': 'https://www.usatoday.com/story/life/allthemoms/2019/03/14/whooping-cough-vaccine-less-effective-cdc-warns-as-outbreaks-hit-schools/3161859002/', 'display_url': 'usatoday.com/story/life/all…', 'indices': [98, 121]}]",fri oct 26 21:15:18 +0000 2018,[424664120],['lotusoak2'],424664120.0
7009,1229920270401646592,958432492847095808,kuriousmind93,wed feb 19 00:06:57 +0000 2020,en,united states,"@ferret488 @artfulcodger1 @nvicloedown prove what? 
you did not show a link to the study that found 1:1 million severe vaccine reaction, a retrospective study or trial,not cdc estimate.authors?
#antivaxxers do not to eliminate #vaccines.they want every person to take medication or vaccine by free will, not by mandates",reply,493,6874,false,"[antivaxxers, vaccines]",[],tue jan 30 20:11:27 +0000 2018,"[134231213, 555121475, 80857088]","['ferret488', 'artfulcodger1', 'nvicloedown']",
10709,1229921174194413569,424664120,lotusoak2,wed feb 19 00:10:33 +0000 2020,en,"nova, usa","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,21025,11330,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",wed nov 30 01:40:51 +0000 2011,[424664120],['lotusoak2'],424664120.0
11523,1229921364733239296,819230764357349376,silencenotgold,wed feb 19 00:11:18 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,837,11945,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",wed jan 11 17:13:29 +0000 2017,[424664120],['lotusoak2'],424664120.0
15658,1229922347328692232,1550492376,bartscatanddog,wed feb 19 00:15:13 +0000 2020,en,flat earth,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,358,2052,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",thu jun 27 12:31:06 +0000 2013,[424664120],['lotusoak2'],424664120.0
20790,1229923599202562049,3345957741,fool4thetruth,wed feb 19 00:20:11 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,4431,69407,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",thu jun 25 21:52:16 +0000 2015,[424664120],['lotusoak2'],424664120.0
23706,1229924290868457472,2440620382,svagdis,wed feb 19 00:22:56 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,5579,120522,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",thu mar 27 20:16:51 +0000 2014,[424664120],['lotusoak2'],424664120.0
35491,1229927121545498626,797092892724568066,lapsed_liberal,wed feb 19 00:34:11 +0000 2020,en,,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,840,33284,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",fri nov 11 15:05:29 +0000 2016,[424664120],['lotusoak2'],424664120.0
11992,1229936544049315841,262522708,noeasybrushoff,wed feb 19 01:11:37 +0000 2020,en,"bc, canada","rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,696,4854,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",tue mar 08 06:05:29 +0000 2011,[424664120],['lotusoak2'],424664120.0
62492,1229978826110885888,30974896,kidoctr,wed feb 19 03:59:38 +0000 2020,en,"enid, ok","@staci04907284 @nicoleb_md @drpanmd @peterhotez @drpauloffit @zdoggmd @drtoddwo vaxopedia is a great resource which includes scientific citations that #antivaxxers can never address.  unlike antivaxxers, i don't dismiss sources out of hand.
https://t.co/wfl2hr2gqx",reply,4061,21736,false,[antivaxxers],"[{'url': 'https://t.co/wfl2hr2gqx', 'expanded_url': 'https://vaxopedia.org/2019/02/14/vaccinated-vs-unvaccinated-measles-outbreak-edition/', 'display_url': 'vaxopedia.org/2019/02/14/vac…', 'indices': [241, 264]}]",mon apr 13 22:16:43 +0000 2009,"[1211569200885456899, 851415276, 246961837, 593289567, 34115195, 14430086, 14989473]","['staci04907284', 'nicoleb_md', 'drpanmd', 'peterhotez', 'drpauloffit', 'zdoggmd', 'drtoddwo']",
3166,1230002581130231808,1211666349618917376,j10sfqb09z5hvxx,wed feb 19 05:34:02 +0000 2020,en,with the coronavirus homies,#antivaxxers how about you take your children to china? lets see your oils work there,original,8,79,false,[antivaxxers],[],mon dec 30 15:12:31 +0000 2019,[],[],
7668,1230003683905150976,30974896,kidoctr,wed feb 19 05:38:25 +0000 2020,en,"enid, ok","@camedfreedom @justwanthealth @just4thecause @heartistsince11 @nicoleb_md @drpanmd @peterhotez @drpauloffit @zdoggmd @drtoddwo family history of neurological disease isn't a contraindication to vaccination.
https://t.co/emtddwmhba
like i said, actual contraindications - not #antivaxxer made up ones",reply,4061,21740,false,[antivaxxer],"[{'url': 'https://t.co/emtddwmhba', 'expanded_url': 'https://www.cdc.gov/vaccines/hcp/acip-recs/general-recs/contraindications.html', 'display_url': 'cdc.gov/vaccines/hcp/a…', 'indices': [207, 230]}]",mon apr 13 22:16:43 +0000 2009,"[1178893764716191745, 1103500002540711936, 2795342280, 1004171486565789696, 851415276, 246961837, 593289567, 34115195]","['camedfreedom', 'justwanthealth', 'just4thecause', 'heartistsince11', 'nicoleb_md', 'drpanmd', 'peterhotez', 'drpauloffit']",
17422,1230006128680951808,1208034289264103424,honest_shitpost,wed feb 19 05:48:08 +0000 2020,en,,"we shouldn't call them ""anti-vaxxers"" we should call the idiots ""epidemic enthusiasts""  since they want to bring back so many horrible illnesses. 
#antivax #antvaxxers #antivaxx #vaccines #polio #measles #antivaxisajoke",original,0,0,false,"[antivax, antvaxxers, antivaxx, vaccines, polio, measles, antivaxisajoke]",[],fri dec 20 14:40:09 +0000 2019,[],[],
23913,1230045848622551040,975718018582970368,thefreefundi,wed feb 19 08:25:58 +0000 2020,en,"cape town, south africa",to all #antivax ers. now is the perfect chance to avail yourselves of really low cost flights to and accommodation in china. the ideal opportunity to visit this amazing country and its ancient culture. your chance to prove that the rest of us are all wrong #coronavirus,original,222,664,false,"[antivax, coronavirus]",[],mon mar 19 12:57:58 +0000 2018,[],[],
45158,1230081140989550592,34878201,jamesjava,wed feb 19 10:46:12 +0000 2020,en,#longisland ny,"rt @lotusoak2: silent epidemic: the untold story of #vaccines - part 1

https://t.co/vxb36igghb
#learntherisk",retweeted_tweet_without_comment,14799,122772,false,"[vaccines, learntherisk]","[{'url': 'https://t.co/vxb36igghb', 'expanded_url': 'https://videopress.com/v/sbli97ew', 'display_url': 'videopress.com/v/sbli97ew', 'indices': [72, 95]}]",fri apr 24 07:59:49 +0000 2009,[424664120],['lotusoak2'],424664120.0
2855,1230138017366577152,52784485,cynthia__reed,wed feb 19 14:32:12 +0000 2020,en,"tyresö, sweden","okay, #antivaxxers...off you go. #china awaits your proof...",quoted_tweet,1470,33575,false,"[antivaxxers, china]",[],wed jul 01 17:09:02 +0000 2009,[],[],
