tweetid,userid,screen_name,date,lang,location,text,tweet_type,followers_count,favourites_count,verified,hashtag,urls_list,account_creation_date,mentionid,mentionsn,rt_screen,rt_userid,rt_rt_count,rt_fav_count,rt_tweetid
1274285620542738434,904114683896004608,jmruggiero84,sat jun 20 10:19:01 +0000 2020,en,"tennessee, usa",rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,564,8550,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",sat sep 02 22:51:53 +0000 2017,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,561,2898,1.2741856363088323e+18
1274285760808734720,960153051716866048,judithm78072123,sat jun 20 10:19:35 +0000 2020,en,,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,489,7239,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",sun feb 04 14:08:21 +0000 2018,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,562,2900,1.2741856363088323e+18
1274286663921840128,380650148,rhollw2002,sat jun 20 10:23:10 +0000 2020,en,california,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,803,2754,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",tue sep 27 00:38:52 +0000 2011,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,564,2911,1.2741856363088323e+18
1274286960769675272,191519096,bluewave201,sat jun 20 10:24:21 +0000 2020,en,,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,178,32979,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",thu sep 16 17:12:03 +0000 2010,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,565,2915,1.2741856363088323e+18
1274287074087186432,1019683688580308992,envrv1,sat jun 20 10:24:48 +0000 2020,en,,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,117,23146,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",wed jul 18 20:41:50 +0000 2018,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,566,2917,1.2741856363088323e+18
1274287796803366912,68103383,marcuskramer,sat jun 20 10:27:40 +0000 2020,en,"auckland, new zealand",rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,2682,77155,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",sun aug 23 08:15:10 +0000 2009,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,568,2924,1.2741856363088323e+18
1274288409155178496,88427831,pkflrda,sat jun 20 10:30:06 +0000 2020,en,"naples, florida   usa",barr abruptly seeks to fire u.s. attorney who investigated trump associates - the new york times https://t.co/4elx3djopc via @googlenews - @thejusticedept #barrresign now. must. - @realdonaldtrump @gopchairwoman @housegop @senategop @senatemajldr @lindseygrahamsc @senschumer,original,2291,70510,false,[barrresign],"[{'url': 'https://t.co/4elx3djopc', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",sun nov 08 14:21:19 +0000 2009,[],[],,,0,0,
1274288457909747712,2738915295,sushislayer63,sat jun 20 10:30:18 +0000 2020,en,"jacksonville, fl",.⁦@dnc⁩ what is ⁦@realdonaldtrump⁩ hiding from america that is so dirty his hired hands seek to fire you as quickly as you raise questions about trump associates? #firetrump  https://t.co/clvvi077zy,original,12,232,false,[firetrump],"[{'url': 'https://t.co/clvvi077zy', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [175, 198]}]",sun aug 10 11:41:48 +0000 2014,"[722793491059769344, 25073877]","['dnc', 'realdonaldtrump']",,,0,0,
1274288656656801792,852405083128070148,lurkinaroundsg,sat jun 20 10:31:05 +0000 2020,en,"charleston, il/charlotte, nc",rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,350,18637,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",thu apr 13 06:16:23 +0000 2017,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,569,2933,1.2741856363088323e+18
1274289027005456385,34284291,kat223,sat jun 20 10:32:33 +0000 2020,en,,rt @pkflrda: barr abruptly seeks to fire u.s. attorney who investigated trump associates - the new york times https://t.co/4elx3djopc via @…,retweeted_tweet_without_comment,3691,233912,false,[],"[{'url': 'https://t.co/4elx3djopc', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [110, 133]}]",wed apr 22 14:22:59 +0000 2009,[88427831],['pkflrda'],pkflrda,88427831.0,1,0,1.2742884091551785e+18
1274289240545742849,1262930293,wendybias,sat jun 20 10:33:24 +0000 2020,en,,"@boas5150 @aubrey_huff @billybaldwin @codeofvets @realdonaldtrump tagging along on the taxpayers' dime, taking daddy's seat at dinner and *poof* trademarks for her and #quidproquo for china. sure... tough on china. only if they don't pay daddy and daughter on time!!😆  https://t.co/u2asat0k3u",reply,49,1274,false,[quidproquo],"[{'url': 'https://t.co/u2asat0k3u', 'expanded_url': 'https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html', 'display_url': 'nytimes.com/2018/05/28/bus…', 'indices': [269, 292]}]",tue mar 12 21:34:15 +0000 2013,"[1551460423, 2410068528, 784890784273215488, 856288002435420160, 25073877]","['boas5150', 'aubrey_huff', 'billybaldwin', 'codeofvets', 'realdonaldtrump']",,,0,0,
1274289339669909504,501157857,lgallinger87,sat jun 20 10:33:48 +0000 2020,en,michigan,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,126,44290,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",thu feb 23 21:18:03 +0000 2012,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,570,2943,1.2741856363088323e+18
1274289799206232064,700823920652513280,joe_jp_price,sat jun 20 10:35:37 +0000 2020,en,,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,22,1565,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",fri feb 19 23:26:58 +0000 2016,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,571,2945,1.2741856363088323e+18
1274290128253583361,838953456,bobbywesson,sat jun 20 10:36:56 +0000 2020,en,"st george, ut",rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,6704,42763,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",sat sep 22 02:47:33 +0000 2012,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,573,2949,1.2741856363088323e+18
1274290658245656579,262845936,rj8585,sat jun 20 10:39:02 +0000 2020,en,the mile high,@thejtlewis @realdonaldtrump https://t.co/7aktma53yr you are a moron.,reply,30,19,false,[],"[{'url': 'https://t.co/7aktma53yr', 'expanded_url': 'https://www.nytimes.com/2019/11/12/us/hate-crimes-fbi-report.html', 'display_url': 'nytimes.com/2019/11/12/us/…', 'indices': [29, 52]}]",tue mar 08 21:50:55 +0000 2011,"[3310061541, 25073877]","['thejtlewis', 'realdonaldtrump']",,,0,0,
1274290698326441985,29934475,simpsioni,sat jun 20 10:39:12 +0000 2020,en,"napa, california",rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,5537,52438,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",thu apr 09 06:10:30 +0000 2009,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,574,2953,1.2741856363088323e+18
1274290727653126144,1221195684319318022,antiboomerrube,sat jun 20 10:39:19 +0000 2020,en,,rt @chrisgeidner: the one-two scoops here on rosenstein personally approving the cohen warrant applications — https://t.co/bd4oos9wui — and…,quoted_tweet,2213,3303,false,[],"[{'url': 'https://t.co/bd4oos9wui', 'expanded_url': 'https://www.nytimes.com/2018/04/10/us/politics/trump-russia-mueller-rosenstein.html?smid=tw-share', 'display_url': 'nytimes.com/2018/04/10/us/…', 'indices': [110, 133]}]",sat jan 25 22:18:52 +0000 2020,[22891564],['chrisgeidner'],,,124,266,9.837366392426209e+17
1274291033661214720,829865201801510912,bmcintosh999,sat jun 20 10:40:32 +0000 2020,en,"valley cottage, ny",rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,181,169370,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",fri feb 10 01:30:57 +0000 2017,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,575,2956,1.2741856363088323e+18
1274291974330351617,1491795722,kdavcor,sat jun 20 10:44:16 +0000 2020,en,"west virginia, usa",rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,2254,143948,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",sat jun 08 02:27:24 +0000 2013,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,576,2967,1.2741856363088323e+18
1274292092190294018,3022413378,thepoliticalpug,sat jun 20 10:44:44 +0000 2020,en,i live on my couch & my bed,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,110,2,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",mon feb 16 12:41:26 +0000 2015,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,577,2969,1.2741856363088323e+18
1274292446172721157,21258027,j_schiavo,sat jun 20 10:46:09 +0000 2020,en,northeast,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,8068,84124,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",thu feb 19 00:13:10 +0000 2009,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,578,2974,1.2741856363088323e+18
1274292473477697536,3518619555,caj2516,sat jun 20 10:46:15 +0000 2020,en,,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,54,23020,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",wed sep 02 02:21:10 +0000 2015,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,579,2974,1.2741856363088323e+18
1274292669645283328,88427831,pkflrda,sat jun 20 10:47:02 +0000 2020,en,"naples, florida   usa","biden proves an elusive target, adding to trump’s frustration - the new york times https://t.co/wrmqzijuyh via @googlenews  - @realdonaldtrump @gopchairwoman @housegop @senategop @senatemajldr @lindseygrahamsc @senschumer @presssec",original,2290,70510,false,[],"[{'url': 'https://t.co/wrmqzijuyh', 'expanded_url': 'https://www.nytimes.com/2020/06/19/us/politics/donald-trump-joe-biden-coronavirus.html', 'display_url': 'nytimes.com/2020/06/19/us/…', 'indices': [83, 106]}]",sun nov 08 14:21:19 +0000 2009,[],[],,,0,0,
1274293344454180866,872254670,slrmol,sat jun 20 10:49:43 +0000 2020,en,,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,265,97704,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",wed oct 10 18:05:10 +0000 2012,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,580,2984,1.2741856363088323e+18
1274294395408269312,3227546688,bensondogsm,sat jun 20 10:53:53 +0000 2020,en,,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,193,20708,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",tue may 26 22:08:54 +0000 2015,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,581,2993,1.2741856363088323e+18
1274294623696039938,1267930419669929986,tnsociallymissy,sat jun 20 10:54:48 +0000 2020,en,"knoxville, tn",.@joebiden event this week in pa was so lame @nytimes was forced to take note of the striking silence where reporters could hear the clack of typing (less than 20 voters present!) contrast that with @realdonaldtrump  #trumprallytulsa!  https://t.co/6rxyf37w19,original,1485,3434,false,[trumprallytulsa],"[{'url': 'https://t.co/6rxyf37w19', 'expanded_url': 'https://www.nytimes.com/2020/06/17/us/politics/joe-biden-campaign-event.html', 'display_url': 'nytimes.com/2020/06/17/us/…', 'indices': [236, 259]}]",tue jun 02 21:26:06 +0000 2020,"[939091, 807095]","['joebiden', 'nytimes']",,,0,0,
1274294686098903040,1266371481006510081,jennife67309813,sat jun 20 10:55:03 +0000 2020,en,,how narendra modi seduced india with envy and hate https://t.co/mxfpb5y3c6 @potus @rahulgandhi @republic @realdonaldtrump @hhshkmohd,original,79,23,false,[],"[{'url': 'https://t.co/mxfpb5y3c6', 'expanded_url': 'https://www.nytimes.com/2019/05/23/opinion/modi-india-election.html?smid=tw-share', 'display_url': 'nytimes.com/2019/05/23/opi…', 'indices': [51, 74]}]",fri may 29 14:11:11 +0000 2020,"[822215679726100480, 3171712086, 811972460560019456, 25073877, 44335525]","['potus', 'rahulgandhi', 'republic', 'realdonaldtrump', 'hhshkmohd']",,,0,0,
1274294750636584962,332616151,2ndamendment,sat jun 20 10:55:18 +0000 2020,und,united states,@rccook7 @lstisdall2 @thejtlewis @realdonaldtrump @potus https://t.co/duceeuaz4y,reply,3989,940,false,[],"[{'url': 'https://t.co/duceeuaz4y', 'expanded_url': 'https://www.google.com/amp/s/www.nytimes.com/2015/06/25/us/politics/activist-removed-after-heckling-obama-at-lgbt-event.amp.html', 'display_url': 'google.com/amp/s/www.nyti…', 'indices': [57, 80]}]",sun jul 10 03:56:59 +0000 2011,"[1207843545400385537, 1213147633973227520, 3310061541, 25073877, 822215679726100480]","['rccook7', 'lstisdall2', 'thejtlewis', 'realdonaldtrump', 'potus']",,,0,0,
1274295383267696642,1182628414110556164,barbaracoppock6,sat jun 20 10:57:49 +0000 2020,en,,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,10,6831,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",fri oct 11 12:06:29 +0000 2019,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,583,3012,1.2741856363088323e+18
1274295599022702593,862724640938102784,indirakhan5,sat jun 20 10:58:40 +0000 2020,en,,rt @amyklobuchar: again on a friday night.   we noticed.  and so did he and he’s not resigning.  https://t.co/rewife3n8b,retweeted_tweet_without_comment,3,3874,false,[],"[{'url': 'https://t.co/rewife3n8b', 'expanded_url': 'https://www.nytimes.com/2020/06/19/nyregion/us-attorney-manhattan-trump.html?referringsource=articleshare', 'display_url': 'nytimes.com/2020/06/19/nyr…', 'indices': [97, 120]}]",thu may 11 17:42:37 +0000 2017,[33537967],['amyklobuchar'],amyklobuchar,33537967.0,586,3017,1.2741856363088323e+18
1274295754736222208,452355897,aerosteon1,sat jun 20 10:59:17 +0000 2020,en,,rt @fernanzisabel1: make america great again! #trump2020nowmorethanever🇺🇸 #trump2020🇺🇸 #makeamericagreatagain🇺🇸 https://t.co/fft6grxtmi,quoted_tweet,173,10307,false,"[trump2020nowmorethanever, trump2020, makeamericagreatagain]","[{'url': 'https://t.co/fft6grxtmi', 'expanded_url': 'https://twitter.com/germanytrump/status/1274115319267819523', 'display_url': 'twitter.com/germanytrump/s…', 'indices': [112, 135]}]",sun jan 01 19:00:43 +0000 2012,[1022906153498550283],['fernanzisabel1'],,,3,2,1.2742820250679173e+18
1274295220448919555,1173794083699122179,rayolin01,sat jun 20 10:57:10 +0000 2020,en,"florida, usa",blm and antifa are still terrorist groups. send in the fed. @realdonaldtrump @donaldjtrumpjr https://t.co/vcpniwcxdi,original,113,6782,false,[],"[{'url': 'https://t.co/vcpniwcxdi', 'expanded_url': 'https://www.dailymail.co.uk/news/article-8384065/amp/black-lives-matter-leader-declares-war-police.html?__twitter_impression=true', 'display_url': 'dailymail.co.uk/news/article-8…', 'indices': [93, 116]}]",tue sep 17 03:01:42 +0000 2019,"[25073877, 39344374]","['realdonaldtrump', 'donaldjtrumpjr']",,,0,0,
1274287615051612160,3013055124,patticakeski,sat jun 20 10:26:57 +0000 2020,und,,@jackie16467946 @pamcakez1 @1776fighters @baligubadle1 @joebiden https://t.co/xzdusmwqzo,reply,246,17024,false,[],"[{'url': 'https://t.co/xzdusmwqzo', 'expanded_url': 'https://www.washingtonpost.com/opinions/2020/03/16/no-white-house-didnt-dissolve-its-pandemic-response-office/#click=https://t.co/8mitcqqaez', 'display_url': 'washingtonpost.com/opinions/2020/…', 'indices': [65, 88]}]",sun feb 08 06:28:19 +0000 2015,"[1211963325254254594, 1250315254522736641, 2428007048, 1215048504114057223, 939091]","['jackie16467946', 'pamcakez1', '1776fighters', 'baligubadle1', 'joebiden']",,,0,0,
1274288242666409985,24470087,kals55,sat jun 20 10:29:26 +0000 2020,und,,@repgallagher @realdonaldtrump https://t.co/9oxhvxhfit,reply,2818,343962,false,[],"[{'url': 'https://t.co/9oxhvxhfit', 'expanded_url': 'https://www.washingtonpost.com/national-security/trump-administration-replaces-manhattan-us-attorney/2020/06/19/acae9348-b298-11ea-8758-bfd1d045525a_story.html?fbclid=iwar0rnuq88m56k7i2fcdmj_d_wc_kkb7efc5-2gwxfgcfuauxwkwqgxn37p4', 'display_url': 'washingtonpost.com/national-secur…', 'indices': [31, 54]}]",sun mar 15 02:07:00 +0000 2009,"[815966620300480514, 25073877]","['repgallagher', 'realdonaldtrump']",,,0,0,
1274288292205342720,580116672,what_will_happe,sat jun 20 10:29:38 +0000 2020,und,,@victoryfortomo1 @germanytrump @realdonaldtrump @breitbartnews https://t.co/vrvc3r03pl,reply,1,12,false,[],"[{'url': 'https://t.co/vrvc3r03pl', 'expanded_url': 'https://www.washingtonpost.com/wp-srv/national/longterm/churches/churches.htm', 'display_url': 'washingtonpost.com/wp-srv/nationa…', 'indices': [63, 86]}]",mon may 14 16:46:47 +0000 2012,"[1223327731754196997, 1056721841941897216, 25073877, 457984599]","['victoryfortomo1', 'germanytrump', 'realdonaldtrump', 'breitbartnews']",,,0,0,
1274288314099654656,957736808577675264,zenwriter2,sat jun 20 10:29:43 +0000 2020,en,,"@realdonaldtrump bunker boy prefers people jammed together in a coronavirus frappe that will kill a lot of them and their friends and families.  who cares, so long as his racism gets a few cheers? https://t.co/trl52xcttt",reply,8,184,false,[],"[{'url': 'https://t.co/trl52xcttt', 'expanded_url': 'https://www.washingtonpost.com/nation/2020/06/19/coronavirus-live-updates-us/', 'display_url': 'washingtonpost.com/nation/2020/06…', 'indices': [197, 220]}]",sun jan 28 22:07:03 +0000 2018,[25073877],['realdonaldtrump'],,,0,0,
1274288444672552963,596178926,sonjacamden,sat jun 20 10:30:15 +0000 2020,en,,what does one expect from a presidential campaign when their candidate is #dictatortrump. they know @joebiden is leading in the polls chances of re-election are slim in the midst of #pandemics on so many levels. #tulsadeathrally says allot! #wakeupamerica  https://t.co/zef1sumbxm,original,99,797,false,"[dictatortrump, pandemics, tulsadeathrally, wakeupamerica]","[{'url': 'https://t.co/zef1sumbxm', 'expanded_url': 'https://www.washingtonpost.com/opinions/2020/06/19/leaked-document-makes-trumps-use-nazi-era-symbol-look-worse/', 'display_url': 'washingtonpost.com/opinions/2020/…', 'indices': [257, 280]}]",fri jun 01 06:17:52 +0000 2012,[939091],['joebiden'],,,0,0,
1274288540013256704,957736808577675264,zenwriter2,sat jun 20 10:30:37 +0000 2020,en,,"@realdonaldtrump @breitbartnews poor dopes, a lot of them and their friends and families will die from attending that coronavirus frappe. https://t.co/trl52xcttt",reply,8,184,false,[],"[{'url': 'https://t.co/trl52xcttt', 'expanded_url': 'https://www.washingtonpost.com/nation/2020/06/19/coronavirus-live-updates-us/', 'display_url': 'washingtonpost.com/nation/2020/06…', 'indices': [138, 161]}]",sun jan 28 22:07:03 +0000 2018,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",,,0,0,
1274289377787752449,1265865815158652929,michael82340146,sat jun 20 10:33:57 +0000 2020,und,,@terryvernonsmi3 @sputnik99993 @letswinin2020 @tonyxtwo @realdonaldtrump @mayorbowser https://t.co/7pnfkp2axc😉,reply,3,431,false,[],"[{'url': 'https://t.co/7pnfkp2axc', 'expanded_url': 'https://www.washingtonpost.com/politics/2020/06/09/trump-tweets-outrageous-conspiracy-theory-about-injured-buffalo-man/?outputtype=amp', 'display_url': 'washingtonpost.com/politics/2020/…', 'indices': [86, 109]}]",thu may 28 04:42:02 +0000 2020,"[830324630468464641, 1272255525451956225, 3858646219, 1261816778256265222, 25073877, 976542720]","['terryvernonsmi3', 'sputnik99993', 'letswinin2020', 'tonyxtwo', 'realdonaldtrump', 'mayorbowser']",,,0,0,
1274289887970287616,957736808577675264,zenwriter2,sat jun 20 10:35:59 +0000 2020,en,,@lbrtynow @realdonaldtrump @urbanachievr did you already forgot about the many tens of thousands killed in the pandemic by president incompetency? https://t.co/s0vwfrxjhe,reply,8,184,false,[],"[{'url': 'https://t.co/s0vwfrxjhe', 'expanded_url': 'https://www.washingtonpost.com/politics/public-health-experts-warn-pences-sunny-approach-to-pandemic-ignores-possibility-of-dark-days-ahead/2020/06/19/fe88eaf8-b17e-11ea-8758-bfd1d045525a_story.html', 'display_url': 'washingtonpost.com/politics/publi…', 'indices': [147, 170]}]",sun jan 28 22:07:03 +0000 2018,"[559623797, 25073877, 468657693]","['lbrtynow', 'realdonaldtrump', 'urbanachievr']",,,0,0,
1274290166446858240,1173041641,dog_person20,sat jun 20 10:37:05 +0000 2020,en,,"@charliekirk11 @realdonaldtrump trump is on pace for 25,000 lies in his single term in office. #trumpliesamericansdie   https://t.co/amgzud2vpf",reply,40,2732,false,[trumpliesamericansdie],"[{'url': 'https://t.co/amgzud2vpf', 'expanded_url': 'https://www.google.com/amp/s/www.washingtonpost.com/politics/2020/04/14/president-trump-made-18000-false-or-misleading-claims-1170-days/%3foutputtype=amp', 'display_url': 'google.com/amp/s/www.wash…', 'indices': [120, 143]}]",tue feb 12 20:43:12 +0000 2013,"[292929271, 25073877]","['charliekirk11', 'realdonaldtrump']",,,0,0,
1274290276413177856,1223916155942973441,scottswaim3,sat jun 20 10:37:31 +0000 2020,en,"statesville, nc",black leaders in tulsa are outraged by trump’s planned rally during a pandemic https://t.co/tbfz2ckxda another example of the screw you attitude of @realdonaldtrump .,original,316,682,false,[],"[{'url': 'https://t.co/tbfz2ckxda', 'expanded_url': 'https://www.washingtonpost.com/politics/2020/06/19/black-leaders-tulsa-are-outraged-by-trumps-planned-rally-during-pandemic/', 'display_url': 'washingtonpost.com/politics/2020/…', 'indices': [79, 102]}]",sun feb 02 10:29:30 +0000 2020,[],[],,,0,0,
1274290835434192896,957736808577675264,zenwriter2,sat jun 20 10:39:45 +0000 2020,und,,@realdonaldtrump @gtbynum https://t.co/trl52xcttt,reply,8,184,false,[],"[{'url': 'https://t.co/trl52xcttt', 'expanded_url': 'https://www.washingtonpost.com/nation/2020/06/19/coronavirus-live-updates-us/', 'display_url': 'washingtonpost.com/nation/2020/06…', 'indices': [26, 49]}]",sun jan 28 22:07:03 +0000 2018,"[25073877, 17232635]","['realdonaldtrump', 'gtbynum']",,,0,0,
